Feedback Received Date,Feedback Description,User's Quote,Rating,URLs,Extension,Source,Focus Area,Shared to Airtable by
"December 2, 2018",Powerful plugin,Great plugin for e-commerce!,5,https://wordpress.org/support/topic/powerful-plugin-55/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 30, 2018",Very Useful,"I like this plugin
	
		This topic was modified 4 years, 11 months ago by kulshemarket.",5,https://wordpress.org/support/topic/very-useful-1756/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 30, 2018",super,"excellent
	
		This topic was modified 4 years, 11 months ago by lifetimedoo.",5,https://wordpress.org/support/topic/super-1266/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 30, 2018",super,super An amazing plugin that helped launch  business,5,https://wordpress.org/support/topic/super-1265/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 30, 2018","Just Amazing!!! Great job, thank you so much!!!","This really is best e-commerce solution out there. PERIOD.
No need to look anywhere else. I just can’t believe it’s free.
Thank you to all the developers. You guys rock!!!",5,https://wordpress.org/support/topic/just-amazing-great-job-thank-you-so-much/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 29, 2018",The perfect ecommerce plugin,"I’ve used Shopify, Bigcommerce and others. But nothing beats WordPress and Woocommerce only makes everything that much better for ecommerce businesses.",5,https://wordpress.org/support/topic/the-perfect-ecommerce-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 29, 2018",great sales plugin,use this with box office plugin to sell tickets online,5,https://wordpress.org/support/topic/great-sales-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 27, 2018",Good,Good e-shop plugin. It is working as we expected. We are learning how to use all features still.,5,https://wordpress.org/support/topic/good-4004/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 27, 2018",Build hassle free eCommerce store,Delivering enterprise-level quality and features while backed by a name you can trust.,5,https://wordpress.org/support/topic/build-hassle-free-ecommerce-store/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 26, 2018",Too Easy,I am completely blown away by the ease and power of this plugin. Thank you WOO!,5,https://wordpress.org/support/topic/too-easy-29/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 25, 2018",Great,"Great plugin and very useful
I like it
	
		This topic was modified 4 years, 11 months ago by qataronlines.",5,https://wordpress.org/support/topic/great-8846/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 25, 2018",Best wordpress plugin for ecom,Best wordpress plugin for an eCommerce site,5,https://wordpress.org/support/topic/best-wordpress-plugin-for-ecom/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 18, 2018",Thanks to the WordPress Engineers,"It is necessary to thank you so much, and wish you God willing, wish you more success.
	
		This topic was modified 4 years, 11 months ago by shiri3h. Reason: f",5,https://wordpress.org/support/topic/thanks-to-the-wordpress-engineers/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 24, 2018",Excelente,Muy buenos productos. Me encanta!,5,https://wordpress.org/support/topic/excelente-1312/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 26, 2018",очень мало настроек,"очень много глюков. постоянно приходится на форумы лазать, чтобы WC привести в норму",1,https://wordpress.org/support/topic/%d0%be%d1%87%d0%b5%d0%bd%d1%8c-%d0%bc%d0%b0%d0%bb%d0%be-%d0%bd%d0%b0%d1%81%d1%82%d1%80%d0%be%d0%b5%d0%ba/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 23, 2018",best plugin,thanks,5,https://wordpress.org/support/topic/best-plugin-624/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 22, 2018",INCREIBLE,Muy buena herramienta,5,https://wordpress.org/support/topic/increible-24/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 22, 2018",the best market of wordpress,the best market of wordpress that i see,5,https://wordpress.org/support/topic/the-best-market-of-wordpress/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 22, 2018",excellent,Wonderful,5,https://wordpress.org/support/topic/excellent-6998/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 22, 2018",megusto,muy bueno aunque no puedo editar mis productos,5,https://wordpress.org/support/topic/megusto/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 21, 2018",Pretyy damn good,What else can I add! BC,5,https://wordpress.org/support/topic/pretyy-damn-good/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 21, 2018",Spanish caracters,"Hi there! I am having problems with special spanish caracters like vowels with accent á, é, í, ó, ú and ñ
I will appreciate your help
Thanks",5,https://wordpress.org/support/topic/spanish-caracters-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 21, 2018",A Nightmare,"I’ve been using Woocommerce for more than 2 years and I’m really fed up with it. The last update was a major disaster for my site and the time it’s taking for an update is worrysome. I have lost a lot of orders because of stock management and checkout bugs that are not easily identifiable with a site testing after updating. Don’t fall for the price. If you are an entrepeneur looking for a store solution and  not a developer the amount of time you will waste solving issues and doing maintenance, the amount of money you will lose because of poor performance or bugs, the amount of money you will spend in plugins and the headaches are not worth it. There are big chances you end up with plugin conflicts for example, and as they are made by different developers no one is going to give you a solution, not even when both plugins are “official” (as in Woocommerce.com).
	
		This topic was modified 4 years, 11 months ago by BACP.",1,https://wordpress.org/support/topic/a-nightmare-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 21, 2018",Amazing,"Great Ecommerce platform, better than the rest out there, cheap/free and easy to use.",5,https://wordpress.org/support/topic/amazing-1981/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 21, 2018",exellent plugin,"exellent plugin for ecommerce product
	
		This topic was modified 4 years, 11 months ago by hemgoyal.",5,https://wordpress.org/support/topic/exellent-plugin-29/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 20, 2018",Beats the H out of Shopify,Thanks Woocommerce team!,5,https://wordpress.org/support/topic/beats-the-h-out-of-shopify/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 20, 2018",Brilliant!,"Love the functionality. I’m an online shop novice, but I’ve found it easy to manage large amounts of products and variations, just needed to learn how to export, edit and re-import CSVs. I’ve managed to do everything I need to set up a complicated range of products, colours and sizes in an online t-shirt shop. I’ll definitely be paying some money if and when the shop starts to make money.",5,https://wordpress.org/support/topic/brilliant-1039/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 20, 2018",Outstanding!,"Great product, super stable and it has great support",5,https://wordpress.org/support/topic/outstanding-330/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 19, 2018",Love Woo Commerce – Setup and Use Simple,Awesome product for my business.,5,https://wordpress.org/support/topic/love-woo-commerce-setup-and-use-simple/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 19, 2018",nicee,nice,5,https://wordpress.org/support/topic/nicee-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 17, 2018",Aggressive pushing of Jetpack,"I have just set up WooCommerce on a local dev site and I am shocked at the aggressive way Jetpack is pushed during the setup process.
Near the end, the only way to avoid installing Jetpack is a greyed out ‘Skip this Step’ link hidden at the bottom. WooCommerce should not be using the worst modern marketing practices, you should be better than that.
If you need to trick/coerce users into using your product/service you are doing something very wrong. I am disappointed.
	
		This topic was modified 4 years, 11 months ago by Peter Booker.",1,https://wordpress.org/support/topic/aggressive-pushing-of-jetpack/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 17, 2018",Mail Dili Hakkında,Son güncelleme sonrasi müşteri mailleri yarı türkçe yarı ingilizce gidiyor.,5,https://wordpress.org/support/topic/mail-dili-hakkinda/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 16, 2018",An amazing plugin that helped launch our online business!,WooCommerce gave us the tools and functionality that we needed to get the business off the ground that would have otherwise taken us months to develop. An amazingly simple to use yet powerful plugin.,5,https://wordpress.org/support/topic/an-amazing-plugin-that-helped-launch-our-online-business/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 15, 2018",great,great,5,https://wordpress.org/support/topic/great-8793/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 15, 2018",Woocommerce,"Pretty well!!
	
		This topic was modified 4 years, 12 months ago by marusoinc.",5,https://wordpress.org/support/topic/woocommerce-430/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 15, 2018",Complete,Better than the commercial,5,https://wordpress.org/support/topic/complete-23/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 13, 2018",Ngon,Excellent!!!,5,https://wordpress.org/support/topic/ngon-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 13, 2018",Good,"Woo-commerce
	
		This topic was modified 4 years, 12 months ago by bedrieyusmenova.",5,https://wordpress.org/support/topic/good-3962/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 13, 2018",Awesome,Awesome,5,https://wordpress.org/support/topic/awesome-6131/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 12, 2018",Great eCommerce,WooCommerce is great with flexible UI for normal users and RESTful API for backend data retrieve. Wonderful tool!!,5,https://wordpress.org/support/topic/great-ecommerce-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 9, 2018",good,"its very easy to use
	
		This topic was modified 5 years ago by sixasixa. Reason: vun
	
	
		This topic was modified 5 years ago by sixasixa.",5,https://wordpress.org/support/topic/its-very-easy-to-use-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 8, 2018",This is exactly what I was looking for!,Thank you for your hard work! This is really one of the shopping cards which I was looking for. Fast support and so flexible catalog.,5,https://wordpress.org/support/topic/this-is-exactly-what-i-was-looking-for-11/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 12, 2018",Lack of support is disappointing,"Considering the wide use of this plugin, the support is abysmal.",1,https://wordpress.org/support/topic/lack-of-support-is-disappointing/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 7, 2018",super,super and easy,5,https://wordpress.org/support/topic/super-1244/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 7, 2018",Pretty good,"great application, but sometimes a little bit more complicated then it needs to be.",5,https://wordpress.org/support/topic/pretty-good-177/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 7, 2018",best ecommerce,best ecommerce,5,https://wordpress.org/support/topic/best-ecommerce-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 6, 2018",good,TNX Woooo,5,https://wordpress.org/support/topic/good-3934/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 5, 2018",تشکر بابت توسعه ووکامرس,بسیار عالی ولی هنوز جای کار زیادی داره ووکامرس,5,https://wordpress.org/support/topic/%d8%aa%d8%b4%da%a9%d8%b1-%d8%a8%d8%a7%d8%a8%d8%aa-%d8%aa%d9%88%d8%b3%d8%b9%d9%87-%d9%88%d9%88%da%a9%d8%a7%d9%85%d8%b1%d8%b3/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 9, 2018",Worst Variation price management,"if your store having 50+ variation then its too complex to manage the prices
please make variation management easy.
every time price update load alott even on delete variation it stuck for a minute to display all variation
if 100+ variations then its totally RIP",1,https://wordpress.org/support/topic/worst-variation-price-management/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 3, 2018",Great,Great add on and makes life easier,5,https://wordpress.org/support/topic/great-8737/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 3, 2018",Table rate shipping plugins,Woocommerce is an excellent tool.  The only problem we have implementing correctly are the table rate shipping plugins correctly.,4,https://wordpress.org/support/topic/table-rate-shipping-plugins/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 3, 2018",Setting Up Woo,"Our store’s not open yet, but, everything WP & Woo works like it’s supposed to, so far. Can’t wait to take this baby to the moon!",5,https://wordpress.org/support/topic/setting-up-woo/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 1, 2018",SUper,Super,5,https://wordpress.org/support/topic/super-1237/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 1, 2018",Good,Like,5,https://wordpress.org/support/topic/good-3919/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 31, 2018",Works great…again,If you can’t use this…stop developing websites before you hurt yourself or someone else.,5,https://wordpress.org/support/topic/works-great-again/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 31, 2018",Easy,It took me a day to set up a simple webshop for my wife connected to a payment provider!,5,https://wordpress.org/support/topic/easy-398/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 31, 2018","I love it, and I hope the development continues strong!","I think the only thing I was missing with woocommerce was the ability to set certain settings as a default for mass product adding.
such as inventory level and settings, shipping class, etc.
I was able to accomplish much of those things with firefox addon Autofomer+ though.
I actually did a magento install prior to woocommerce, and I was able to get it to work but it was just one problem after another, and not a whole lot of documentation available on the net to solve issues either.
magento is farther behind in terms of development, php 7+ has been out for how long now? and magento still doesn’t use it, if thats not a red flag im not sure what is.
Second, adding things like plugins, what a nightmare trying to get that to work, I could go on and on but I wont, the list is just too long.
WooCommerce is awesome and works great! Keep it up!",5,https://wordpress.org/support/topic/i-love-it-and-i-hope-the-development-continues-strong/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 31, 2018","Great Plugin, Great Support","I am delighted with this plugin – it works well and any issues are dealt with promptly and effectively.
Derek Collinson
	
		This topic was modified 5 years ago by findlay62.",5,https://wordpress.org/support/topic/great-plugin-great-support-903/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 30, 2018",Attributes of images in woocommerce.,"I used a plugin in woocommerce that allowed to create attribute with images, and with the new woocommerce update that attribute does not take it, directly eliminates it, can you check that? Just let add selection attributes.",5,https://wordpress.org/support/topic/attributes-of-images-in-woocommerce/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 30, 2018",Wonder full for start ecomm,"WooCommerce is great to start ecomm store, just need to focus now on admin notifications and delivery ete",4,https://wordpress.org/support/topic/wonder-full-for-start-ecomm/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 29, 2018",top plugin for ecommerce,"eah fantastic,
i made a site:mywebsite#com request on google and saw that google has indexed the new Produkt Catalog Number List taxonomie.
There were some other new taxonomies added, whatever i’am really pissed!
I have thousands of products and have now thousands of new pages in google with the stupid CATALOG Number…
This is your job, woocommerce to make a hint in the admin backend.
I can’t read every update i do on woocommerce…
This is so spammy…
Think with your customers, what could happen if i release such things…
top plugin for ecommerce",4,https://wordpress.org/support/topic/top-plugin-for-ecommerce/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 29, 2018",MANTAP,KEREN,5,https://wordpress.org/support/topic/mantap-20/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 28, 2018",akaatd,"WooCommerce is perfectly suited for an online-shop. I’m still looking for a nice b2b option and hope that there will be an official plugin some time soon..
	
		This topic was modified 5 years ago by zoubiris. Reason: akaay
	
	
		This topic was modified 5 years ago by zoubiris.",5,https://wordpress.org/support/topic/best-app-14/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 27, 2018",nice,nice,5,https://wordpress.org/support/topic/nice-2685/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 26, 2018",WOOCOMMERCE,"GOOD
	
		This topic was modified 5 years ago by mazahirabbas. Reason: woo commerce",5,https://wordpress.org/support/topic/woocommerce-427/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 26, 2018",Manual Orders Shipping Not Calculated,"When checking out the the rate is calculated for the customer but when adding a manual order the shipping rate will not auto calculate.
	
		This topic was modified 5 years ago by justinl895.",4,https://wordpress.org/support/topic/manual-orders-shipping-not-calculated/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 25, 2018",Genial,Excelent,5,https://wordpress.org/support/topic/genial-194/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 25, 2018",congratulation,"congratulation
	
		This topic was modified 5 years ago by ramtys.",5,https://wordpress.org/support/topic/congratulation-9/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 9, 2018",Woocommerce 3.5 update 24 October crashed site,Site crashed after update to woocommerce 3.5 – caused fatal error.  Couldn’t access admin panel at all. Had to restore backup to previous woocommerce version. Wary of trying to update to 3.5 again – the woocommerce plugin was the only one updated at the time. Not happy.,1,https://wordpress.org/support/topic/woocommerce-3-5-update-24-october-crashed-site/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 28, 2018",Update 3.5 contradicts WOOCOMMERCE’s help and support,"Hi,
your help pages, e.g., https://docs.woocommerce.com/document/woocommerce-localization/ suggest a way to “Making your translation upgrade safe “.
Fine, BUTTTTTTTT: Your upgrade to version 3.5 contradicts this assistance to more that 100%. It just changed allllllllll mails. And all so-called upgrade safe translations. Shit happens, but this was just too much.
We were lucky to have a backup of the folder and could restore a previous version (3.4.7), thus rescueing all localizatio texts of mails send to customers. This is the most critical spot in the whole process. How could you possibly show the cheek to change your own advice of your helpline, and endanger your customer relationships, putting our own customer-relationships in danger.
PLEASE: send immediate fix to “Making your translation upgrade safe”.
I NEVER EVER want to spend hours on hours fixing errors you made!
Please send your developer team on a a work-experience trip to your customers and make them follow your own instructions!!!
OR: change your workflows of development!!!
	
		This topic was modified 5 years ago by OMallee.
	
	
		This topic was modified 5 years ago by OMallee.
	
	
		This topic was modified 5 years ago by OMallee.
	
	
		This topic was modified 5 years ago by OMallee.
	
	
		This topic was modified 5 years ago by OMallee.
	
	
		This topic was modified 5 years ago by OMallee.",1,https://wordpress.org/support/topic/update-3-5-contradicts-woocommerces-help-ad-support/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 24, 2018",Great,"",5,https://wordpress.org/support/topic/great-8691/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 23, 2018",Excellent,"Thank you so match
Tina B Creation",5,https://wordpress.org/support/topic/excellent-6862/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 23, 2018",Don’t eComm without it!,THE best eCommerce solution on the market!,5,https://wordpress.org/support/topic/dont-ecomm-without-it/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 22, 2018",Imbatível!,A melhor ferramenta de eCommerce da atualidade sem dúvidas! Parabéns pelo excelente trabalho!,5,https://wordpress.org/support/topic/imbativel/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 21, 2018",When words are unnecessary II,"Thinking what to say, that was the last review peeking at the top of the page. And I just thought “yeah”. Simply fantastic.",5,https://wordpress.org/support/topic/when-words-are-unnecessary-ii/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 21, 2018",amazing product,"amazing product for e-commerce
	
		This topic was modified 5 years ago by alisari98.",5,https://wordpress.org/support/topic/amazing-product-15/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 19, 2018",Best system,thanks team.,5,https://wordpress.org/support/topic/best-system/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 19, 2018",Excellent is the world best CMS,Wordpress is the world best CMS platform. I am very much happy and satisfied using WordPress.,5,https://wordpress.org/support/topic/excellent-is-the-world-best-cms/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 19, 2018",Good,Very good,5,https://wordpress.org/support/topic/good-3888/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 18, 2018",good,good,5,https://wordpress.org/support/topic/good-3887/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 16, 2018",goood,"goood review product page!!!!!!
	
		This topic was modified 5 years ago by hyejin.
	
	
		This topic was modified 5 years ago by hyejin.",5,https://wordpress.org/support/topic/goood-30/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 25, 2018",Okay,Okay. Why force me to give you a review?,3,https://wordpress.org/support/topic/okay-27/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 15, 2018",The Best eCommerce Shopping Cart. Plugin,WooCommerce is the easiest and most efficient shopping cart Plugin which you can relay on to start your eCommerce business – Many Thanks to WooCommerce Team.,5,https://wordpress.org/support/topic/the-best-ecommerce-shopping-cart-plugin/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 15, 2018",Woocomerce,Супер. Магазин делается на ура,5,https://wordpress.org/support/topic/woocomerce-16/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 13, 2018",Woocommerce is amazing,One of the best plugins out there!,5,https://wordpress.org/support/topic/woocommerce-is-amazing/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 12, 2018",very good,"super
	
		This topic was modified 5 years ago by ekarta.",5,https://wordpress.org/support/topic/very-good-3425/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 11, 2018",first review,"What happen with my site. I just want to add product and woocommerce just ask to rate it.
	
		This topic was modified 5 years, 1 month ago by libranguyencaonha.
	
	
		This topic was modified 5 years ago by libranguyencaonha.",5,https://wordpress.org/support/topic/review-198/,WooCommerce,.org Product Review,TBD,.org review harvester
"December 5, 2018",Produkt Catalog Number List – thousands of new sites,"Yeah fantastic,
i made a site:mywebsite#com request on google and saw that google has indexed the new Produkt Catalog Number List taxonomie.
There were some other new taxonomies added, whatever i’am really pissed!
I have thousands of products and have now thousands of new pages in google with the stupid CATALOG Number…
This is your job, woocommerce to make a hint in the admin backend.
I can’t read every update i do on woocommerce…
This is so spammy…
Think with your customers, what could happen if i release such things…
yeah woocommerce is a good plugin, but you need a kick, otherwise no optimisation",1,https://wordpress.org/support/topic/produkt-catalog-number-list-thousands-of-new-sites/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 27, 2018",Very nice e-commerce solution,"WooCommerce is perfectly suited for an online-shop. I’m still looking for a nice b2b option and hope that there will be an official plugin some time soon..
Cheers",5,https://wordpress.org/support/topic/very-nice-e-commerce-solution/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 11, 2018",Wonderful Plugin,First of all: Thank you for writing such a wonderful plugin. I’ve been using this plugin for a long time now and it is really well developed. Keep up the good work!,5,https://wordpress.org/support/topic/wonderful-plugin-411/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 10, 2018",عالی,این فروشگاه ساز عالی است,5,https://wordpress.org/support/topic/%d8%b9%d8%a7%d9%84%db%8c-44/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 10, 2018",WOOCOMMERCE,"GREAT PLUGIN
	
		This topic was modified 5 years, 1 month ago by naveed223.",5,https://wordpress.org/support/topic/woocommerce-422/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 10, 2018",wOOCOMMERCE IS THE BEST,"VERY NICE
	
		This topic was modified 5 years, 1 month ago by zojaae.",5,https://wordpress.org/support/topic/woocommerce-is-the-best-3/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 9, 2018",The best plugin ever,I like Woocommerce it’s easefull and Powerfull,5,https://wordpress.org/support/topic/the-best-plugin-ever-48/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 9, 2018",Great Job,"Great Work , Well Done",5,https://wordpress.org/support/topic/great-job-685/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 8, 2018",Great Work!,Keep up the great work!,5,https://wordpress.org/support/topic/great-work-654/,WooCommerce,.org Product Review,TBD,.org review harvester
"November 12, 2018",Doesn’t track PURCHASES!?!?!?,"“Purchase Transactions
This requires a payment gateway that redirects to the thank you/order received page after payment. Orders paid with gateways which do not do this will not be tracked.”
Are you INSANE? What is the point of analytics tracking for an ecommerce platform that doesn’t track PURCHASES?? So you’re telling me that you send enhanced ecommerce events for all the checkout stages but then you just don’t bother sending the final event??
What is wrong with you people!?? I thought WooCommerce was a professional ecommerce platform??",1,https://wordpress.org/support/topic/doesnt-track-purchases/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 8, 2018",Filled with opportunities to fail,"WooCommerce is great in some applications, but is not EASY to “get right”.  My wife sells dog treats online and it works OK for that, with the help of a “Booster” plugin.  
I, on the other hand, have had a multitude of issues trying to use this plugin for a membership program.  If there’s a coupon for a discount to a membership, it has to be “connected” with the specific product … If a customer wants to sign up from another country, that country has to be specifically “permissioned”.  
As with any software that is designed to be everything to everyone, this plugin is neither simple OR easy.  Be prepared to spend hours configuring and testing before exposing this plugin’s functionality to “the world” … because if you don’t, you’ll end up getting foiled multiple times a day and having to apologize to potential customers for the issues they are experiencing.
MAKE TECHNOLOGY EASY TO IMPLEMENT AND SIMPLE TO USE – THAT’S WHEN IT HAS REAL VALUE!
Further – Shipping is nothing short of a nightmare.  I’m reducing my rating from 2 stars to one.  Getting a shipping scheme to work at all is like a giant game of whack-a-mole.  My wife’s website has been online for over a year and today we just got YET ANOTHER customer email saying she couldn’t order because of a problem with shipping not being available in her area.  The customer drives to our house weekly, so we’ll be able to get around this – no money lost THIS TIME, but I have to wonder how many others just gave up and walked away.
WooCommerce … DANGER, DANGER!  There must be something out there that is both more reliable and simpler to configure.
	
		This topic was modified 4 years, 9 months ago by AgilityJeff.",1,https://wordpress.org/support/topic/filled-with-opportunities-to-fail/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 5, 2018",well done,just good,4,https://wordpress.org/support/topic/well-done-441/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 5, 2018",The best,The best,5,https://wordpress.org/support/topic/the-best-1308/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 4, 2018",Best pluging for eCommerce,Best plugin for eCommerce websites.,5,https://wordpress.org/support/topic/best-pluging-for-ecommerce/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 4, 2018",very good,"it is a good plugin, I like it.",5,https://wordpress.org/support/topic/very-good-3406/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 8, 2018",A pile of cereal and broken bikes,"",1,https://wordpress.org/support/topic/a-pile-of-cereal-and-broken-bikes/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 3, 2018",Easiness,I found that using woocommerce easy because it often provides guide in installation,5,https://wordpress.org/support/topic/easiness/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 2, 2018",When words are unnecessary,This plugin make WordPress and Shop synonyms. Thanks to all developers and contributors for great job!!!,5,https://wordpress.org/support/topic/when-words-are-unnecessary/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 2, 2018",Great plugin for a WordPress store!,"I am new to web development and this plug in has been a life saver. Not only is it an excellent option for anyone wanting a store on their site, but it’s also free! I will always use this and recommend it to my peers.",5,https://wordpress.org/support/topic/great-plugin-for-a-wordpress-store/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 3, 2018",Super good!,"Thank for you, good
	
		This topic was modified 5 years, 1 month ago by Ivan Romanov.
	
	
		This topic was modified 5 years, 1 month ago by Ivan Romanov.
	
	
		This topic was modified 5 years, 1 month ago by Ivan Romanov. Reason: trebe",5,https://wordpress.org/support/topic/spasibo-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 2, 2018",woocommerce best in the class,"I have runned in acouple of years and sure i am satified
Why kidnap my page frm adding products?? 
	
		This topic was modified 5 years, 1 month ago by robert4u2.",5,https://wordpress.org/support/topic/woocommerce-best-in-the-class/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 2, 2018",All you need,Maybe is not perfect but thank you Woocommerce for allowing me to set my own online business,5,https://wordpress.org/support/topic/all-you-need-33/,WooCommerce,.org Product Review,TBD,.org review harvester
"October 1, 2018",CRASHED!!!,"THIS PLUGIN CRASHES MY SITE–HARD CRASH – NO RECOVERY
NOTE: ” You have the latest version of WordPress.”
OCT 1 2018",1,https://wordpress.org/support/topic/crashed-12/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 30, 2018",Too many functions,"It’s too difficult to learn for someone who has extremely limited experience.  I.E. me.  Could not find any alternatives.  I can lower my prices to ninety nine cents and never get a sale.
Already spent 3,000 to have this done for me so I wouldn’t have to and it didn’t help one bit.
	
		This topic was modified 4 years, 9 months ago by marioshroomed.
	
	
		This topic was modified 4 years, 9 months ago by marioshroomed.
	
	
		This topic was modified 4 years, 9 months ago by marioshroomed.",1,https://wordpress.org/support/topic/limited-functions-2/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 29, 2018",Super!,🙂,5,https://wordpress.org/support/topic/super-1207/,WooCommerce,.org Product Review,TBD,.org review harvester
"September 28, 2018",Genial,"Me parece una herramienta GENIAL fácil de usar y adaptable!!
	
		This topic was modified 5 years, 1 month ago by ezebandeo.
	
	
		This topic was modified 5 years, 1 month ago by ezebandeo.",5,https://wordpress.org/support/topic/genial-187/,WooCommerce,.org Product Review,TBD,.org review harvester
